property_type,society,sector,price_in_cr,price_per_sqft,bedroom,bathroom,balcony,facing,agepossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_category,floor_category
flat,Tulip Violet,Sector 69,1.37,8675,3,3,1,east,Relatively New,1563,0,0,0,1,0,Semi-furnished,Medium,High-rise
house,Unitech Uniworld Resorts,Sector 33,8.0,11428,4,4,1,west,Old,7000,1,1,1,1,0,Semi-furnished,Medium,Low-rise
flat,BPTP Astaire Gardens,Sector 70A,0.98,6587,3,3,3+,west,Relatively New,1339,0,0,0,0,1,Semi-furnished,Medium,Low-rise
flat,Experion The Heartsong,Sector 108,1.6,7988,3,4,3+,south,Relatively New,1141,0,1,0,0,0,Un-furnished,Medium,Low-rise
flat,Shapoorji Pallonji Joyville,Sector 102,1.3,17691,2,2,3,east,Relatively New,1009,0,0,1,0,0,Semi-furnished,Medium,Basement/Ground Floor
flat,DLF Regency Park,Sector 28,2.35,13224,3,3,2,north-east,Old,1608,0,1,0,0,0,Semi-furnished,Medium,High-rise
flat,Corona Optus,Sector 37C,1.26,7250,3,1,3,north-east,New Property,1400,0,0,0,0,0,Semi-furnished,Low,Mid-rise
house,Bhim Garh Kheri,Sector 3,0.75,6410,4,2,3,west,Old,1172,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Smart World Orchard,Sector 61,1.47,12250,2,2,2,north-east,New Property,1325,1,0,0,0,0,Semi-furnished,Medium,Low-rise
house,Independent,Sector 51,2.25,2765,6,3,1,north-west,Relatively New,902,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,Aradhya Homes,Sector 67A,1.9,8863,4,4,3,north-east,New Property,1991,0,0,0,0,0,Un-furnished,Medium,Low-rise
flat,DLF New Town Heights,Sector 90,1.75,5720,4,4,3+,south,Relatively New,2468,0,1,0,1,0,Semi-furnished,Medium,High-rise
house,Eros Rosewood Villas,Sector 49,2.5,13513,3,3,3,east,Moderately Old,1900,0,0,1,1,0,Semi-furnished,Medium,Low-rise
flat,Godrej,Sector 79,1.35,8970,3,3,2,south-west,Relatively New,1362,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
house,Sai Kripa Floors,Sector 11,0.9,11250,5,2,1,east,Relatively New,800,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Signature Andour Heights,Sector 71,0.37,8222,1,1,2,north-east,Relatively New,450,0,0,0,0,0,Semi-furnished,Medium,Low-rise
flat,Prime Habitat,Sector 99A,0.32,4657,2,2,1,north-east,Relatively New,687,0,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,Supertech Araville,Sector 79,0.78,6024,2,2,3+,north-east,New Property,1172,0,0,0,0,1,Semi-furnished,Medium,Basement/Ground Floor
flat,Mapsko Mount Ville,Sector 79,1.65,9091,3,3,0,north-east,Relatively New,1815,0,0,0,0,0,Semi-furnished,Low,High-rise
flat,Shreeram Apartment Ii,Sector 4,0.21,4666,1,1,1,north-east,Relatively New,450,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,Emaar MGF Marbella,Sector 66,15.1,18605,5,3,1,east,New Property,8068,1,1,1,1,0,Semi-furnished,Medium,Low-rise
flat,Tulip Lemon,Sector 69,0.6,10000,2,1,1,north-east,Relatively New,600,0,0,0,0,0,Semi-furnished,Low,High-rise
flat,Breez Global Heights,Sohna Road,0.42,6420,2,2,2,north-east,New Property,654,0,0,0,0,0,Semi-furnished,Medium,Low-rise
flat,DLF Belvedere Towers,Sector 25,3.7,17619,4,4,3,north-west,Old,2318,0,1,0,0,0,Un-furnished,Low,High-rise
flat,Friends Apartment,Sector 52,2.0,8510,4,3,3,north,Moderately Old,2084,0,1,0,0,0,Furnished,Medium,Mid-rise
flat,Smart World Gems,Sector 89,1.13,8500,3,1,2,north-east,New Property,1464,1,0,0,0,0,Semi-furnished,Medium,Mid-rise
house,Independent,Sector 17,3.5,24086,2,2,3,north-west,Moderately Old,1453,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Emaar Palm Premier,Sector 77,2.1,10500,3,4,3+,north-east,New Property,1600,0,1,0,0,0,Un-furnished,Medium,High-rise
flat,DLF The Skycourt,Sector 86,1.59,8242,3,3,3,east,Relatively New,1700,0,0,0,0,1,Un-furnished,High,High-rise
flat,Shyamkunj Ashok Vihar Pahse,Sector 3 Phase 2,0.3,4444,2,2,1,east,Relatively New,745,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Signature Global Park,Sohna Road,0.56,6812,2,2,3,south,New Property,907,0,0,0,0,0,Semi-furnished,Medium,Low-rise
house,Vipul Tatvam Villa,Sector 48,5.5,21219,3,2,2,north,Moderately Old,2597,0,1,0,0,1,Un-furnished,Medium,Low-rise
flat,Tulip Violet,Sector 69,1.4,8856,3,3,2,west,Relatively New,1428,0,0,0,1,0,Semi-furnished,Medium,Mid-rise
flat,Emaar  Greens,Sector 102,1.6,9696,3,3,3,north-east,Relatively New,1311,0,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,Adani M Oyster Grande,Sector 102,1.9,14074,3,4,3,north-east,Relatively New,1600,0,1,0,0,0,Semi-furnished,Medium,Skyscraper
flat,Bestech Park View Grand Spa,Sector 81,2.3,8646,3,4,3+,east,Relatively New,2280,0,1,0,0,0,Un-furnished,Average,Mid-rise
flat,Emaar  Greens,Sector 102,1.35,8181,3,3,3,north-east,Relatively New,1311,0,1,0,0,0,Semi-furnished,Medium,Mid-rise
flat,M Skycity,Sector 65,2.0,15267,2,2,2,east,New Property,1186,0,0,0,0,0,Un-furnished,High,High-rise
house,Independent,Sector 43,5.25,27097,4,4,3,east,Old,1939,1,1,0,0,0,Un-furnished,Medium,Low-rise
flat,Mittal Surya Vihar,Sector 21,0.8,7079,2,2,2,north-east,Old,1247,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,M Woodshire,Sector 107,1.49,6310,3,4,3+,east,Relatively New,2137,0,1,1,0,0,Un-furnished,High,Mid-rise
flat,Unitech Uniworld Gardens,Sector 47,2.4,11505,3,3,3+,north-east,Moderately Old,1888,0,1,0,0,0,Un-furnished,Medium,High-rise
flat,Green Homes,Sector 52,1.85,7872,3,3,3,north-east,Moderately Old,2127,0,1,0,0,0,Semi-furnished,Low,Mid-rise
flat,Zara Aavaas,Sector 104,0.22,7302,1,2,2,north-east,New Property,301,0,0,0,0,0,Semi-furnished,Medium,Low-rise
flat,Ambience Creacions,Sector 22,1.65,11956,2,2,2,east,Relatively New,1200,0,0,0,1,1,Furnished,Medium,Mid-rise
flat,Godrej Summit,Sector 104,0.98,5950,3,3,3,east,Relatively New,1490,0,0,0,0,1,Semi-furnished,Medium,High-rise
flat,DLF The Primus,Sector 82A,2.85,10936,4,4,3+,north-east,New Property,2173,0,1,0,0,0,Furnished,High,Low-rise
house,Independent,Sector 7,0.95,21111,2,1,1,east,New Property,450,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Greenopolis,Sector 89,0.65,5195,2,2,2,north-east,New Property,1381,0,0,0,0,0,Semi-furnished,Average,High-rise
flat,Godrej Summit,Sector 104,1.05,5833,3,4,3+,east,Relatively New,1987,0,1,0,0,0,Un-furnished,Medium,Mid-rise
flat,Smart World Orchard,Sector 61,2.57,15766,3,3,2,north-east,New Property,1799,1,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Sobha City,Sector 108,1.9,13758,2,2,2,east,Relatively New,1250,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Signature Global Solera,Sector 107,0.6,8000,3,2,2,north-east,Relatively New,750,0,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,Sare Homes,Sector 92,0.95,4871,4,3,3,north-east,New Property,1765,0,0,0,0,0,Semi-furnished,Low,High-rise
house,Independent,Sector 43,8.5,31461,5,2,2,west,Moderately Old,2706,0,1,0,0,0,Un-furnished,Medium,Low-rise
flat,Sare Crescent Parc Royal Greens Phase,Sector 92,1.0,3713,4,4,3,north-east,New Property,1828,0,0,0,0,0,Semi-furnished,Average,High-rise
flat,Lotus Elise,Sector 99,0.95,6551,2,3,3,north-east,Relatively New,1600,0,1,0,0,0,Semi-furnished,Low,Mid-rise
flat,Parsvnath Green Ville,Sector 48,1.6,8376,3,3,3,north-west,Old,1700,0,0,0,0,1,Un-furnished,Medium,High-rise
flat,Central Park Flower Valley,Sector 33,2.15,13522,3,3,3+,north-east,New Property,1439,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,M Skywalk,Sector 74,1.6,11379,2,2,2,north-east,New Property,1272,0,0,0,0,0,Semi-furnished,Low,Skyscraper
flat,Vatika Sovereign Next,Sector 82A,2.91,6700,4,4,3,east,Relatively New,3889,1,1,1,0,0,Un-furnished,Medium,Mid-rise
flat,Breez Global Hill View,Sohna Road,0.32,5470,2,2,1,north-east,New Property,1000,0,0,0,0,0,Semi-furnished,Average,High-rise
flat,DLF The Ultima,Sector 81,3.25,11805,4,4,3+,north-west,Moderately Old,2491,0,1,0,0,0,Semi-furnished,Low,High-rise
flat,Corona Optus,Sector 37C,1.44,7236,3,3,3+,north-west,Relatively New,1783,1,1,0,0,1,Semi-furnished,Average,Low-rise
flat,M Heights,Sector 65,2.65,18492,2,2,3,north-east,New Property,1297,1,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,Pareena Coban Residences,Sector 99A,1.56,7811,3,2,3,north-east,New Property,1807,0,1,0,0,1,Semi-furnished,Average,Mid-rise
flat,The Lions Cghs,Sector 56,2.09,8708,4,4,3+,east,Relatively New,2300,0,0,0,0,1,Un-furnished,Medium,Mid-rise
flat,Godrej,Sector 79,2.01,8495,3,4,3+,east,Relatively New,2141,0,1,0,0,0,Semi-furnished,High,Mid-rise
flat,Smart World Gems,Sector 89,1.71,12000,3,2,0,north-east,New Property,1423,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,Ansal Height Height Heights,Sector 86,0.67,5100,2,2,1,north-east,Relatively New,1231,0,0,0,0,0,Semi-furnished,Medium,High-rise
flat,Sare Green Parc,Sector 92,1.07,5246,4,3,3,north-east,Relatively New,2040,1,1,0,0,0,Semi-furnished,Medium,High-rise
flat,SBTL Caladium,Sector 109,1.9,6219,4,4,3,north-east,Relatively New,2765,0,1,0,0,0,Semi-furnished,High,Mid-rise
house,International City By Sobha Phase,Sector 109,5.9,24253,4,2,2,east,Relatively New,2435,0,1,0,0,0,Un-furnished,Medium,Low-rise
house,Unitech Uniworld Resorts,Sector 33,10.0,20240,5,2,1,north-east,New Property,4941,1,1,0,0,0,Semi-furnished,Low,Mid-rise
flat,Trisara Our Homes,Sohna Road,0.4,6561,2,2,1,south,New Property,610,0,0,0,0,0,Un-furnished,Medium,Basement/Ground Floor
house,Eldeco Mansionz,Sector 48,6.4,23704,4,4,1,west,Moderately Old,3301,0,1,1,0,0,Un-furnished,High,Low-rise
flat,Vatika The Seven Lamps,Sector 82,0.94,6567,2,2,2,east,Relatively New,1299,1,0,0,0,0,Un-furnished,Medium,High-rise
flat,CHD Avenue,Sector 71,0.82,7083,2,2,2,north-east,Moderately Old,1086,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,SS Residency Residency The Leaf,Sector 85,1.99,8659,3,4,3+,east,Relatively New,2398,0,1,0,0,0,Un-furnished,High,High-rise
flat,Smart World Orchard,Sector 61,1.7,15000,2,2,2,north-east,New Property,1269,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,ROF Ananda,Sector 95,0.36,5658,2,2,2,east,New Property,712,1,0,0,0,0,Semi-furnished,Medium,High-rise
flat,Paras Dews,Sector 106,1.2,6818,3,4,3+,north-east,Relatively New,1186,0,1,0,0,0,Semi-furnished,High,Mid-rise
flat,SS Residency Residency,Sector 85,2.1,7467,4,4,3,north-west,Relatively New,2600,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,HCBS Sports Ville,Sohna Road,0.3,3970,2,2,1,north-east,Relatively New,743,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,Microtek Greenburg,Sector 86,1.25,8445,2,2,3,west,Moderately Old,1339,1,0,0,0,0,Semi-furnished,Low,High-rise
flat,Paras Dews,Sector 106,2.1,8917,4,2,3+,south-east,Relatively New,2131,0,1,0,0,1,Semi-furnished,Medium,Mid-rise
house,DLF City Plots Phase,Sector 25,10.75,29901,3,3,1,south-west,Old,3607,0,1,1,1,0,Semi-furnished,Medium,Low-rise
flat,Ramprastha City,Dwarka Expressway,1.3,9285,3,3,2,north-east,New Property,1267,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,CHD Avenue,Sector 71,1.3,5531,4,4,3,north-east,Moderately Old,2127,0,1,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Krrish Provence Estate,Gwal Pahari,5.25,9051,4,2,3+,north-east,New Property,5249,1,1,0,1,0,Semi-furnished,Average,Low-rise
flat,Shapoorji Pallonji Joyville,Sector 102,0.96,10491,2,2,2,east,Relatively New,828,0,0,0,0,0,Semi-furnished,Medium,High-rise
flat,GLS Arawali Homes,Sohna Road,0.27,4687,2,2,2,east,New Property,576,0,0,0,0,0,Semi-furnished,Average,Low-rise
house,Rattan Garden,Sector 7,0.83,17584,5,3,1,east,Old,472,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,International City By Sobha Phase,Sector 109,6.44,26473,4,2,3+,north-east,New Property,2435,1,1,1,1,0,Semi-furnished,Medium,Low-rise
flat,Microtek Greenburg,Sector 86,1.25,8445,3,4,3,south-west,Relatively New,1339,1,0,0,0,0,Semi-furnished,Average,Basement/Ground Floor
flat,Ramprasta Awho,Sector 95,0.92,5257,3,3,3+,north-east,New Property,1750,0,0,0,0,0,Semi-furnished,Low,High-rise
flat,Experion Windchants,Sector 112,4.75,12622,3,2,3+,west,Relatively New,3405,0,1,0,0,0,Un-furnished,Average,Mid-rise
flat,Trisara Our Homes,Sohna Road,0.4,4478,2,2,2,north-east,Relatively New,900,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,M Skywalk,Sector 74,1.78,12500,2,2,3+,north-east,Relatively New,1572,0,0,0,0,0,Semi-furnished,Low,High-rise
flat,Orchid Petals,Sector 49,2.51,12178,3,3,3+,east,Old,1865,1,0,0,0,0,Un-furnished,Medium,Mid-rise
house,Independent,Sector 50,10.55,32562,5,2,1,east,Moderately Old,3247,1,1,0,0,0,Semi-furnished,Average,Low-rise
flat,Bestech Park View Residency,Sector 2,0.95,6713,2,2,3,north-east,Moderately Old,1281,0,0,0,0,0,Un-furnished,Medium,Low-rise
flat,Antriksh Heights,Sector 84,0.94,7000,3,2,3+,north-east,New Property,1222,1,0,0,0,0,Un-furnished,Medium,High-rise
flat,Ireo Uptown,Sector 66,1.32,11442,2,2,2,north-east,Relatively New,1048,0,0,0,0,0,Semi-furnished,Average,Mid-rise
house,Independent,Sector 36,0.75,6938,3,1,3,east,New Property,1081,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,DLF The Ultima,Sector 81,2.2,11190,3,4,3+,north-east,Relatively New,1900,0,1,0,0,0,Furnished,Medium,Mid-rise
flat,Godrej Nature Plus,Sector 33,1.4,15124,3,2,3+,north-east,New Property,926,0,0,0,0,0,Semi-furnished,Medium,High-rise
house,Independent,Sector 14,8.0,17707,4,2,1,north,Old,4527,0,1,1,0,0,Semi-furnished,Average,Low-rise
flat,Greenopolis,Sector 89,1.3,6806,3,3,3+,south-west,New Property,2108,0,1,0,0,0,Semi-furnished,Average,Low-rise
flat,DLF The Skycourt,Sector 86,1.55,8031,3,3,3,south,Relatively New,1900,0,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,HCBS Sports Ville,Sohna Road,0.27,4345,2,2,2,north-east,Relatively New,621,0,0,0,0,0,Semi-furnished,Average,High-rise
flat,SS Residency Residency The Leaf,Sector 85,1.2,7317,2,2,3,north,Relatively New,1300,0,0,0,0,0,Un-furnished,High,Mid-rise
house,Independent,Sector 31,9.25,38710,3,1,2,north-east,New Property,2363,0,1,0,1,1,Furnished,Average,Mid-rise
house,Independent,Sector 45,7.35,29689,6,4,2,north-east,Old,2480,1,1,1,1,0,Un-furnished,Medium,Low-rise
house,International City By Sobha Phase,Sector 109,10.0,27815,4,2,1,east,New Property,3607,1,1,0,1,1,Un-furnished,Average,Low-rise
flat,DLF Express Greens,Manesar,1.5,6358,4,2,3+,east,New Property,2135,0,1,0,0,0,Semi-furnished,Average,High-rise
house,Independent,Sector 23,5.1,16569,3,2,0,east,Old,3078,0,0,0,0,1,Semi-furnished,Low,Low-rise
flat,AVL,Sector 36A,0.36,8990,1,1,1,west,Relatively New,400,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
house,Independent,Mohan Nagar,1.3,8701,4,2,3,east,Old,1497,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,ATS Tourmaline,Sector 109,1.4,8000,3,3,3+,east,Relatively New,1584,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Tulip Petals,Sector 89,1.55,10000,3,2,3,east,Moderately Old,1403,0,0,1,0,0,Un-furnished,Medium,Mid-rise
flat,Shree Vardhman Flora,Sector 90,0.64,6789,2,2,3,south-east,Relatively New,1050,1,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Signature Global Solera,Sector 107,0.5,8928,2,2,2,north-east,New Property,560,0,0,0,0,0,Semi-furnished,Low,High-rise
flat,Signature Global Park,Sohna Road,0.68,8252,2,2,2,north-east,New Property,909,0,0,0,0,0,Semi-furnished,Medium,Low-rise
house,Eldeco Mansionz,Sector 48,5.15,18885,5,3,2,east,Moderately Old,2724,0,1,0,1,0,Un-furnished,Medium,Low-rise
flat,Tarc Maceo,Sector 91,0.9,6870,2,2,2,east,Relatively New,1186,0,0,0,0,0,Furnished,Medium,High-rise
flat,Sidhivinayak Apartments,Sector 55,1.9,10555,4,3,3+,north,Moderately Old,1987,0,0,0,1,0,Furnished,Average,Mid-rise
flat,The Close North,Sector 50,2.35,11767,3,3,3+,north-east,Moderately Old,1950,0,0,0,0,0,Un-furnished,High,Mid-rise
flat,GLS Arawali Homes,Sohna Road,0.3,6243,2,2,2,east,Relatively New,481,0,0,0,0,0,Furnished,Medium,Mid-rise
flat,Godrej Summit,Sector 104,1.75,7530,4,2,3+,north-east,New Property,2565,0,1,0,0,0,Semi-furnished,Medium,Low-rise
flat,Trisara Our Homes,Sohna Road,0.34,5405,2,2,1,north-east,New Property,629,0,0,0,0,0,Semi-furnished,Low,Basement/Ground Floor
house,Independent,Sector 26,15.0,33338,4,4,1,east,Moderately Old,4500,0,1,1,0,0,Un-furnished,Average,Low-rise
flat,Sare Green Parc Phase,Sector 92,0.79,6086,3,2,2,north,New Property,1175,0,0,0,0,0,Semi-furnished,Low,High-rise
flat,Tulip Violet,Sector 69,1.3,8445,3,3,1,west,Relatively New,1392,0,0,0,1,0,Un-furnished,Medium,High-rise
flat,DLF Royalton Tower,Sector 43,6.5,20687,4,4,3+,north-east,Moderately Old,2712,0,1,0,0,0,Semi-furnished,Low,Mid-rise
flat,Umang Monsoon Breeze,Sector 78,1.2,6493,3,3,2,north-east,Moderately Old,2038,0,0,0,1,0,Furnished,Low,Mid-rise
flat,M Merlin,Sector 67,2.98,14557,3,3,3,north,Relatively New,1852,0,0,0,0,1,Un-furnished,Average,Basement/Ground Floor
flat,Citizen Apartment,Sector 51,3.55,6826,5,2,3+,north,Moderately Old,5200,1,1,1,1,0,Un-furnished,High,High-rise
flat,M Woodshire,Sector 107,1.45,6141,3,4,3+,south,Relatively New,1900,0,1,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Ireo The Grand Arch,Sector 58,3.83,21577,3,4,2,north-east,Relatively New,2000,1,1,0,0,0,Un-furnished,High,High-rise
house,Independent,Sector 6,0.66,10784,3,2,1,east,Old,612,0,0,0,0,0,Semi-furnished,Average,Low-rise
house,Independent,Sector 43,7.85,29055,3,3,2,west,Relatively New,2706,1,1,0,1,1,Furnished,Average,Low-rise
flat,Hsiidc Sidco Aravali,Manesar,0.86,3323,3,3,3+,south,Moderately Old,1900,0,1,0,0,0,Semi-furnished,Medium,Low-rise
house,Godrej Meridien,Sector 106,5.6,14000,5,4,1,north-east,New Property,4000,1,1,1,1,0,Semi-furnished,High,Skyscraper
house,Independent,Sector 92,1.8,7627,4,2,2,east,Relatively New,2360,0,0,0,0,0,Semi-furnished,Low,High-rise
flat,Tata Primanti,Sector 72,3.5,11428,4,2,3+,west,Relatively New,2625,0,1,0,0,1,Semi-furnished,Average,High-rise
flat,Pioneer Araya,Sector 62,7.56,18000,4,4,3+,west,Relatively New,4200,0,1,0,1,0,Un-furnished,Medium,Skyscraper
flat,Kiran Residency,Sector 56,1.55,7750,3,3,3+,north,Old,1800,0,1,0,1,1,Semi-furnished,High,Mid-rise
flat,Bestech Park View Residency,Sector 2,0.56,8632,1,2,2,north-east,Moderately Old,719,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,DLF The Skycourt,Sector 86,1.5,7776,3,3,1,south-east,Relatively New,1550,0,0,0,0,0,Semi-furnished,High,High-rise
house,Independent,Sector 21,0.6,6173,2,1,1,east,Old,974,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,AIPL The Peaceful Homes,Sector 70A,2.4,11162,3,3,3,south-west,Relatively New,1946,0,1,0,0,0,Semi-furnished,Medium,High-rise
flat,Satya The Hermitage,Sector 103,0.93,6404,2,3,3,east,Relatively New,1603,0,1,0,0,0,Un-furnished,Medium,Low-rise
house,Puri Diplomatic Greens,Sector 111,9.0,11250,5,3,1,north-east,Relatively New,8000,0,1,0,0,0,Semi-furnished,Medium,Low-rise
flat,Maruti Vihar,Sector 28,1.0,9090,1,1,1,north,Old,995,1,0,0,1,0,Un-furnished,Medium,Low-rise
flat,Indiabulls Centrum Park,Sector 103,1.2,8432,2,2,3,north-east,Moderately Old,1288,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Shree Vardhman Victoria,Sector 70,1.65,8461,3,2,3,north-east,Relatively New,1523,0,1,0,1,0,Semi-furnished,High,Mid-rise
flat,Emaar MGF Emerald Floors Premier,Sector 65,2.77,14025,4,4,3+,north-east,Relatively New,2180,1,1,0,0,0,Furnished,High,Low-rise
flat,Emaar MGF Emerald Floors Premier,Sector 65,2.8,16969,3,3,2,east,Relatively New,1493,0,1,0,0,0,Semi-furnished,Medium,Low-rise
flat,Microtek Greenburg,Sector 86,1.45,9797,3,2,3,north-east,Relatively New,1480,0,0,0,0,0,Furnished,Medium,Mid-rise
flat,Tata Primanti,Sector 72,4.1,13725,3,3,3,north-east,Moderately Old,2308,0,1,0,0,0,Semi-furnished,Average,Mid-rise
flat,Smart World Gems,Sector 89,1.16,10500,3,2,3,north-east,New Property,998,1,0,0,0,0,Semi-furnished,Average,Low-rise
house,Independent,Sector 14,4.15,18444,5,4,3+,north-west,Old,2255,0,0,0,0,0,Un-furnished,Average,Low-rise
flat,Ansal Height Height Heights,Sector 86,0.74,5441,2,2,1,north-east,Relatively New,1231,0,0,0,0,1,Semi-furnished,Average,High-rise
flat,Spectrum Centre,Sector 82A,0.62,9538,1,1,0,north-east,Relatively New,650,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,ATS Triumph,Sector 104,2.6,8253,4,4,3+,south,Relatively New,2851,0,1,0,0,0,Semi-furnished,Medium,High-rise
house,Independent,Sector 54,3.75,25806,4,4,3,east,Moderately Old,1453,0,1,0,0,0,Un-furnished,Low,Low-rise
flat,ATS Triumph,Sector 104,2.3,10000,3,4,3+,north-east,New Property,2528,0,1,0,0,0,Semi-furnished,Medium,High-rise
flat,La Vida By Tata Housing,Sector 113,1.45,11363,2,2,2,south,Relatively New,1076,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Pioneer Araya,Sector 62,9.95,20995,4,2,3,south-east,Relatively New,3921,0,1,0,1,0,Un-furnished,Medium,High-rise
flat,Ireo Victory Valley,Sector 67,4.55,14536,4,4,3+,south,Relatively New,2833,0,1,0,0,0,Un-furnished,High,High-rise
house,Suncity Essel Towers,Sector 28,6.0,22222,4,4,2,east,Old,2706,1,0,0,0,0,Un-furnished,Medium,Low-rise
flat,Antriksh Green,Sector 45,2.25,7826,4,4,2,north,Old,3173,0,1,0,0,0,Furnished,Low,Mid-rise
flat,Signature Global Park,Sohna Road,0.52,6326,2,2,2,north-west,Relatively New,907,0,0,0,1,0,Semi-furnished,High,Low-rise
house,Independent,Golf Course Road,1.6,18351,3,2,1,east,Relatively New,872,0,0,0,0,0,Semi-furnished,Low,Skyscraper
flat,Paras Dews,Sector 106,0.95,6859,2,2,3+,north,Relatively New,940,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,GLS Arawali Homes,Sohna Road,0.32,6722,2,1,0,north-east,Relatively New,476,0,0,0,0,0,Semi-furnished,Low,Basement/Ground Floor
house,Independent,Sector 24,3.25,30499,4,4,3,east,Old,1070,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Pivotal Devaan,Sector 84,0.36,7588,2,2,1,west,Relatively New,474,0,0,1,0,0,Furnished,Medium,Mid-rise
flat,Ace Palm Floors,Sector 89,0.97,7863,2,2,2,north-east,New Property,1362,1,0,0,0,0,Semi-furnished,Low,Low-rise
flat,AIPL Zen Residences,Sector 70A,1.75,10257,3,4,3+,north-east,Relatively New,1706,0,0,0,0,1,Furnished,Average,High-rise
flat,Corona Optus,Sector 37C,1.4,7035,3,1,3+,south,Relatively New,1890,0,1,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Emaar  Greens,Sector 102,1.45,14179,3,3,3,north-east,Relatively New,1311,0,1,0,0,0,Semi-furnished,High,High-rise
flat,DLF The Skycourt,Sector 86,1.6,8294,3,3,1,north-east,Relatively New,1746,0,0,0,1,0,Semi-furnished,Medium,High-rise
flat,Shree Vardhman Victoria,Sector 70,1.5,7692,3,2,3,south,Relatively New,1523,0,1,0,0,0,Un-furnished,High,Mid-rise
house,Independent,Sector 4,0.92,15257,4,1,1,east,Moderately Old,603,0,0,0,0,1,Semi-furnished,Low,Mid-rise
flat,Satya The Hermitage,Sector 103,1.0,6655,3,4,3+,north-east,Relatively New,1726,0,1,0,1,0,Semi-furnished,High,Low-rise
flat,Godrej Air,Sector 85,1.35,13632,2,2,3,north-east,New Property,990,0,0,0,0,0,Semi-furnished,Average,High-rise
flat,M Merlin,Sector 67,2.9,14167,3,3,3,west,Relatively New,1852,0,0,0,0,1,Un-furnished,Average,Basement/Ground Floor
